# SOURCE: https://data.gov.sg/dataset/resident-population-by-ethnicity-gender-and-age-group
# year;sex;ethnicity;age_group;population
2005;Male;Other;40 - 44 Years;3640
2005;Male;Other;45 - 49 Years;2834
2005;Male;Other;50 - 54 Years;2093
2005;Male;Other;55 - 59 Years;1587
2005;Male;Other;60 - 64 Years;810
2005;Male;Other;65 - 69 Years;595
2005;Male;Other;70 - 74 Years;463
2005;Male;Other;75 - 79 Years;315
2005;Male;Other;80 - 84 Years;196
2005;Male;Other;85 - 89 Years;70
2005;Male;Other;90 Years & Over;28
2005;Female;Other;0  -  4 Years;2933
2005;Female;Other;5  -  9 Years;3159
2005;Female;Other;10 - 14 Years;2459
2005;Female;Other;15 - 19 Years;1952
2005;Female;Other;20 - 24 Years;1850
2005;Female;Other;25 - 29 Years;2644
2005;Female;Other;30 - 34 Years;4485
2005;Female;Other;35 - 39 Years;4593
2005;Female;Other;40 - 44 Years;3762
2005;Female;Other;45 - 49 Years;2704
2005;Female;Other;50 - 54 Years;1690
2005;Female;Other;55 - 59 Years;1210
2005;Female;Other;60 - 64 Years;599
2005;Female;Other;65 - 69 Years;618
2005;Female;Other;70 - 74 Years;534
2005;Female;Other;75 - 79 Years;378
2005;Female;Other;80 - 84 Years;218
2005;Female;Other;85 - 89 Years;128
2005;Female;Other;90 Years & Over;59
2006;Male;Malays;0  -  4 Years;18043
2006;Male;Malays;5  -  9 Years;22155
2006;Male;Malays;10 - 14 Years;24646
2006;Male;Malays;15 - 19 Years;23733
2006;Male;Malays;20 - 24 Years;19546
2006;Male;Malays;25 - 29 Years;14952
2006;Male;Malays;30 - 34 Years;15672
2006;Male;Malays;35 - 39 Years;17526
2006;Male;Malays;40 - 44 Years;22329
2006;Male;Malays;45 - 49 Years;20316
2006;Male;Malays;50 - 54 Years;15099
2006;Male;Malays;55 - 59 Years;10435
2006;Male;Malays;60 - 64 Years;4934
2006;Male;Malays;65 - 69 Years;4789
2006;Male;Malays;70 - 74 Years;3844
2006;Male;Malays;75 - 79 Years;2551
2006;Male;Malays;80 - 84 Years;1452
2006;Male;Malays;85 - 89 Years;580
2006;Male;Malays;90 Years & Over;157
2006;Female;Malays;0  -  4 Years;17015
2006;Female;Malays;5  -  9 Years;20568
2006;Female;Malays;10 - 14 Years;23225
2006;Female;Malays;15 - 19 Years;22543
2006;Female;Malays;20 - 24 Years;18750
2006;Female;Malays;25 - 29 Years;15403
2006;Female;Malays;30 - 34 Years;16392
2006;Female;Malays;35 - 39 Years;18456
2006;Female;Malays;40 - 44 Years;22660
2006;Female;Malays;45 - 49 Years;20130
2006;Female;Malays;50 - 54 Years;15582
2006;Female;Malays;55 - 59 Years;11161
2006;Female;Malays;60 - 64 Years;5711
2006;Female;Malays;65 - 69 Years;5438
2006;Female;Malays;70 - 74 Years;5023
2006;Female;Malays;75 - 79 Years;3019
2006;Female;Malays;80 - 84 Years;1442
2006;Female;Malays;85 - 89 Years;532
2006;Female;Malays;90 Years & Over;169
2006;Male;Chinese;0  -  4 Years;66097
2006;Male;Chinese;5  -  9 Years;83458
2006;Male;Chinese;10 - 14 Years;92692
2006;Male;Chinese;15 - 19 Years;90325
2006;Male;Chinese;20 - 24 Years;80880
2006;Male;Chinese;25 - 29 Years;92976
2006;Male;Chinese;30 - 34 Years;106164
2006;Male;Chinese;35 - 39 Years;107083
2006;Male;Chinese;40 - 44 Years;120698
2006;Male;Chinese;45 - 49 Years;121706
2006;Male;Chinese;50 - 54 Years;107586
2006;Male;Chinese;55 - 59 Years;87711
2006;Male;Chinese;60 - 64 Years;48538
2006;Male;Chinese;65 - 69 Years;43159
2006;Male;Chinese;70 - 74 Years;28788
2006;Male;Chinese;75 - 79 Years;17947
2006;Male;Chinese;80 - 84 Years;8786
2006;Male;Chinese;85 - 89 Years;4149
2006;Male;Chinese;90 Years & Over;2130
2006;Female;Chinese;0  -  4 Years;62705
2006;Female;Chinese;5  -  9 Years;77746
2006;Female;Chinese;10 - 14 Years;87270
2006;Female;Chinese;15 - 19 Years;84774
2006;Female;Chinese;20 - 24 Years;77884
2006;Female;Chinese;25 - 29 Years;99841
2006;Female;Chinese;30 - 34 Years;116308
2006;Female;Chinese;35 - 39 Years;115538
2006;Female;Chinese;40 - 44 Years;120797
2006;Female;Chinese;45 - 49 Years;120053
2006;Female;Chinese;50 - 54 Years;105933
2006;Female;Chinese;55 - 59 Years;87992
2006;Female;Chinese;60 - 64 Years;50401
2006;Female;Chinese;65 - 69 Years;47644
2006;Female;Chinese;70 - 74 Years;34343
2006;Female;Chinese;75 - 79 Years;26204
2006;Female;Chinese;80 - 84 Years;15480
2006;Female;Chinese;85 - 89 Years;8965
2006;Female;Chinese;90 Years & Over;5607
2006;Male;Indians;0  -  4 Years;12031
2006;Male;Indians;5  -  9 Years;12300
2006;Male;Indians;10 - 14 Years;11720
2006;Male;Indians;15 - 19 Years;10539
2006;Male;Indians;20 - 24 Years;9182
2006;Male;Indians;25 - 29 Years;10038
2006;Male;Indians;30 - 34 Years;15365
2006;Male;Indians;35 - 39 Years;16549
2006;Male;Indians;40 - 44 Years;15062
2006;Male;Indians;45 - 49 Years;12916
2006;Male;Indians;50 - 54 Years;9453
2006;Male;Indians;55 - 59 Years;7021
2006;Male;Indians;60 - 64 Years;3615
2006;Male;Indians;65 - 69 Years;3122
2006;Male;Indians;70 - 74 Years;2784
2006;Male;Indians;75 - 79 Years;2339
2006;Male;Indians;80 - 84 Years;1158
2006;Male;Indians;85 - 89 Years;491
2006;Male;Indians;90 Years & Over;253
2006;Female;Indians;0  -  4 Years;11604
2006;Female;Indians;5  -  9 Years;11789
2006;Female;Indians;10 - 14 Years;11426
2006;Female;Indians;15 - 19 Years;10363
2006;Female;Indians;20 - 24 Years;9611
2006;Female;Indians;25 - 29 Years;13241
2006;Female;Indians;30 - 34 Years;14173
2006;Female;Indians;35 - 39 Years;12713
2006;Female;Indians;40 - 44 Years;12759
2006;Female;Indians;45 - 49 Years;11288
2006;Female;Indians;50 - 54 Years;8972
2006;Female;Indians;55 - 59 Years;7098
2006;Female;Indians;60 - 64 Years;3533
2006;Female;Indians;65 - 69 Years;3408
2006;Female;Indians;70 - 74 Years;2542
2006;Female;Indians;75 - 79 Years;1570
2006;Female;Indians;80 - 84 Years;694
2006;Female;Indians;85 - 89 Years;283
2006;Female;Indians;90 Years & Over;91
2006;Male;Other;0  -  4 Years;3559
2006;Male;Other;5  -  9 Years;3519
2006;Male;Other;10 - 14 Years;2690
2006;Male;Other;15 - 19 Years;2052
2006;Male;Other;20 - 24 Years;1659
2006;Male;Other;25 - 29 Years;2010
2006;Male;Other;30 - 34 Years;3830
2006;Male;Other;35 - 39 Years;4726
2006;Male;Other;40 - 44 Years;4410
2006;Male;Other;45 - 49 Years;3308
2006;Male;Other;50 - 54 Years;2405
2006;Male;Other;55 - 59 Years;1848
2006;Male;Other;60 - 64 Years;894
2006;Male;Other;65 - 69 Years;650
2006;Male;Other;70 - 74 Years;454
2006;Male;Other;75 - 79 Years;342
2006;Male;Other;80 - 84 Years;205
2006;Male;Other;85 - 89 Years;79
2006;Male;Other;90 Years & Over;32
2006;Female;Other;0  -  4 Years;3425
2006;Female;Other;5  -  9 Years;3669
2006;Female;Other;10 - 14 Years;2813
2006;Female;Other;15 - 19 Years;2218
2006;Female;Other;20 - 24 Years;2119
2006;Female;Other;25 - 29 Years;3198
2006;Female;Other;30 - 34 Years;5347
2006;Female;Other;35 - 39 Years;5612
2006;Female;Other;40 - 44 Years;4302
2006;Female;Other;45 - 49 Years;3141
2006;Female;Other;50 - 54 Years;1964
2006;Female;Other;55 - 59 Years;1335
2006;Female;Other;60 - 64 Years;616
2006;Female;Other;65 - 69 Years;627
2006;Female;Other;70 - 74 Years;539
2006;Female;Other;75 - 79 Years;441
2006;Female;Other;80 - 84 Years;226
2006;Female;Other;85 - 89 Years;127
2006;Female;Other;90 Years & Over;71
2007;Male;Malays;0  -  4 Years;17417
2007;Male;Malays;5  -  9 Years;21636
2007;Male;Malays;10 - 14 Years;24275
2007;Male;Malays;15 - 19 Years;24632
2007;Male;Malays;20 - 24 Years;19993
2007;Male;Malays;25 - 29 Years;15855
2007;Male;Malays;30 - 34 Years;15115
2007;Male;Malays;35 - 39 Years;16726
2007;Male;Malays;40 - 44 Years;21840
2007;Male;Malays;45 - 49 Years;21124
2007;Male;Malays;50 - 54 Years;16177
2007;Male;Malays;55 - 59 Years;10730
2007;Male;Malays;60 - 64 Years;6069
2007;Male;Malays;65 - 69 Years;4656
2007;Male;Malays;70 - 74 Years;3944
2007;Male;Malays;75 - 79 Years;2490
2007;Male;Malays;80 - 84 Years;1476
2007;Male;Malays;85 - 89 Years;628
2007;Male;Malays;90 Years & Over;186
2007;Female;Malays;0  -  4 Years;16424
2007;Female;Malays;5  -  9 Years;20033
2007;Female;Malays;10 - 14 Years;22605
2007;Female;Malays;15 - 19 Years;23415
2007;Female;Malays;20 - 24 Years;19335
2007;Female;Malays;25 - 29 Years;16216
2007;Female;Malays;30 - 34 Years;15814
2007;Female;Malays;35 - 39 Years;17651
2007;Female;Malays;40 - 44 Years;22447
2007;Female;Malays;45 - 49 Years;20904
2007;Female;Malays;50 - 54 Years;16433
2007;Female;Malays;55 - 59 Years;11633
2007;Female;Malays;60 - 64 Years;6688
2007;Female;Malays;65 - 69 Years;5615
2007;Female;Malays;70 - 74 Years;4864
2007;Female;Malays;75 - 79 Years;3101
2007;Female;Malays;80 - 84 Years;1563
2007;Female;Malays;85 - 89 Years;630
2007;Female;Malays;90 Years & Over;212
2007;Male;Chinese;0  -  4 Years;65541
2007;Male;Chinese;5  -  9 Years;80261
2007;Male;Chinese;10 - 14 Years;92408
2007;Male;Chinese;15 - 19 Years;93962
2007;Male;Chinese;20 - 24 Years;79340
2007;Male;Chinese;25 - 29 Years;92841
2007;Male;Chinese;30 - 34 Years;105761
2007;Male;Chinese;35 - 39 Years;107817
2007;Male;Chinese;40 - 44 Years;118525
2007;Male;Chinese;45 - 49 Years;121204
2007;Male;Chinese;50 - 54 Years;111834
2007;Male;Chinese;55 - 59 Years;90371
2007;Male;Chinese;60 - 64 Years;55376
2007;Male;Chinese;65 - 69 Years;45188
2007;Male;Chinese;70 - 74 Years;29234
2007;Male;Chinese;75 - 79 Years;19077
2007;Male;Chinese;80 - 84 Years;9463
2007;Male;Chinese;85 - 89 Years;4284
2007;Male;Chinese;90 Years & Over;2228
2007;Female;Chinese;0  -  4 Years;62253
2007;Female;Chinese;5  -  9 Years;74920
2007;Female;Chinese;10 - 14 Years;86709
2007;Female;Chinese;15 - 19 Years;88996
2007;Female;Chinese;20 - 24 Years;76245
2007;Female;Chinese;25 - 29 Years;98777
2007;Female;Chinese;30 - 34 Years;116113
2007;Female;Chinese;35 - 39 Years;117442
2007;Female;Chinese;40 - 44 Years;119636
2007;Female;Chinese;45 - 49 Years;119822
2007;Female;Chinese;50 - 54 Years;110333
2007;Female;Chinese;55 - 59 Years;90248
2007;Female;Chinese;60 - 64 Years;57230
2007;Female;Chinese;65 - 69 Years;50207
2007;Female;Chinese;70 - 74 Years;34381
2007;Female;Chinese;75 - 79 Years;27142
2007;Female;Chinese;80 - 84 Years;16627
2007;Female;Chinese;85 - 89 Years;9303
2007;Female;Chinese;90 Years & Over;5898
2007;Male;Indians;0  -  4 Years;12163
2007;Male;Indians;5  -  9 Years;12463
2007;Male;Indians;10 - 14 Years;11725
2007;Male;Indians;15 - 19 Years;10771
2007;Male;Indians;20 - 24 Years;9492
2007;Male;Indians;25 - 29 Years;10820
2007;Male;Indians;30 - 34 Years;15951
2007;Male;Indians;35 - 39 Years;17255
2007;Male;Indians;40 - 44 Years;15735
2007;Male;Indians;45 - 49 Years;13444
2007;Male;Indians;50 - 54 Years;10070
2007;Male;Indians;55 - 59 Years;7272
2007;Male;Indians;60 - 64 Years;4102
2007;Male;Indians;65 - 69 Years;3251
2007;Male;Indians;70 - 74 Years;2533
2007;Male;Indians;75 - 79 Years;2450
2007;Male;Indians;80 - 84 Years;1165
2007;Male;Indians;85 - 89 Years;536
2007;Male;Indians;90 Years & Over;286
2007;Female;Indians;0  -  4 Years;11914
2007;Female;Indians;5  -  9 Years;12039
2007;Female;Indians;10 - 14 Years;11436
2007;Female;Indians;15 - 19 Years;10805
2007;Female;Indians;20 - 24 Years;9914
2007;Female;Indians;25 - 29 Years;13748
2007;Female;Indians;30 - 34 Years;14705
2007;Female;Indians;35 - 39 Years;12948
2007;Female;Indians;40 - 44 Years;12765
2007;Female;Indians;45 - 49 Years;11696
2007;Female;Indians;50 - 54 Years;9407
2007;Female;Indians;55 - 59 Years;7348
2007;Female;Indians;60 - 64 Years;4144
2007;Female;Indians;65 - 69 Years;3532
2007;Female;Indians;70 - 74 Years;2638
2007;Female;Indians;75 - 79 Years;1677
2007;Female;Indians;80 - 84 Years;785
2007;Female;Indians;85 - 89 Years;306
2007;Female;Indians;90 Years & Over;104
2007;Male;Other;0  -  4 Years;3970
2007;Male;Other;5  -  9 Years;4000
2007;Male;Other;10 - 14 Years;2997
2007;Male;Other;15 - 19 Years;2217
2007;Male;Other;20 - 24 Years;1777
2007;Male;Other;25 - 29 Years;2475
2007;Male;Other;30 - 34 Years;4664
2007;Male;Other;35 - 39 Years;5602
2007;Male;Other;40 - 44 Years;5129
2007;Male;Other;45 - 49 Years;3821
2007;Male;Other;50 - 54 Years;2725
2007;Male;Other;55 - 59 Years;1963
2007;Male;Other;60 - 64 Years;1135
2007;Male;Other;65 - 69 Years;678
2007;Male;Other;70 - 74 Years;473
2007;Male;Other;75 - 79 Years;353
2007;Male;Other;80 - 84 Years;208
2007;Male;Other;85 - 89 Years;90
2007;Male;Other;90 Years & Over;32
2007;Female;Other;0  -  4 Years;3944
2007;Female;Other;5  -  9 Years;4189
2007;Female;Other;10 - 14 Years;3137
2007;Female;Other;15 - 19 Years;2500
2007;Female;Other;20 - 24 Years;2389
2007;Female;Other;25 - 29 Years;3791
2007;Female;Other;30 - 34 Years;6330
2007;Female;Other;35 - 39 Years;6532
2007;Female;Other;40 - 44 Years;4972
2007;Female;Other;45 - 49 Years;3537
2007;Female;Other;50 - 54 Years;2241
2007;Female;Other;55 - 59 Years;1418
2007;Female;Other;60 - 64 Years;757
2007;Female;Other;65 - 69 Years;630
2007;Female;Other;70 - 74 Years;564
2007;Female;Other;75 - 79 Years;442
2007;Female;Other;80 - 84 Years;232
2007;Female;Other;85 - 89 Years;146
2007;Female;Other;90 Years & Over;78
2008;Male;Malays;0  -  4 Years;16985
2008;Male;Malays;5  -  9 Years;20866
2008;Male;Malays;10 - 14 Years;23694
2008;Male;Malays;15 - 19 Years;25053
2008;Male;Malays;20 - 24 Years;20711
2008;Male;Malays;25 - 29 Years;16997
2008;Male;Malays;30 - 34 Years;14462
2008;Male;Malays;35 - 39 Years;16363
2008;Male;Malays;40 - 44 Years;21154
2008;Male;Malays;45 - 49 Years;21624
2008;Male;Malays;50 - 54 Years;17225
2008;Male;Malays;55 - 59 Years;11385
2008;Male;Malays;60 - 64 Years;7041
2008;Male;Malays;65 - 69 Years;4503
2008;Male;Malays;70 - 74 Years;3993
2008;Male;Malays;75 - 79 Years;2527
2008;Male;Malays;80 - 84 Years;1539
2008;Male;Malays;85 - 89 Years;664
2008;Male;Malays;90 Years & Over;231
2008;Female;Malays;0  -  4 Years;16173
2008;Female;Malays;5  -  9 Years;19215
2008;Female;Malays;10 - 14 Years;22213
2008;Female;Malays;15 - 19 Years;23785
2008;Female;Malays;20 - 24 Years;19983
2008;Female;Malays;25 - 29 Years;17107
2008;Female;Malays;30 - 34 Years;15386
2008;Female;Malays;35 - 39 Years;17333
2008;Female;Malays;40 - 44 Years;21744
2008;Female;Malays;45 - 49 Years;21494
2008;Female;Malays;50 - 54 Years;17398
2008;Female;Malays;55 - 59 Years;12306
2008;Female;Malays;60 - 64 Years;7674
2008;Female;Malays;65 - 69 Years;5547
2008;Female;Malays;70 - 74 Years;4871
2008;Female;Malays;75 - 79 Years;3217
2008;Female;Malays;80 - 84 Years;1691
2008;Female;Malays;85 - 89 Years;706
2008;Female;Malays;90 Years & Over;250
2008;Male;Chinese;0  -  4 Years;65512
2008;Male;Chinese;5  -  9 Years;77407
2008;Male;Chinese;10 - 14 Years;91386
2008;Male;Chinese;15 - 19 Years;95430
2008;Male;Chinese;20 - 24 Years;81017
2008;Male;Chinese;25 - 29 Years;94660
2008;Male;Chinese;30 - 34 Years;102857
2008;Male;Chinese;35 - 39 Years;109393
2008;Male;Chinese;40 - 44 Years;116022
2008;Male;Chinese;45 - 49 Years;121208
2008;Male;Chinese;50 - 54 Years;114804
2008;Male;Chinese;55 - 59 Years;93728
2008;Male;Chinese;60 - 64 Years;62207
2008;Male;Chinese;65 - 69 Years;46098
2008;Male;Chinese;70 - 74 Years;30691
2008;Male;Chinese;75 - 79 Years;20166
2008;Male;Chinese;80 - 84 Years;10235
2008;Male;Chinese;85 - 89 Years;4423
2008;Male;Chinese;90 Years & Over;2352
2008;Female;Chinese;0  -  4 Years;62175
2008;Female;Chinese;5  -  9 Years;72583
2008;Female;Chinese;10 - 14 Years;86225
2008;Female;Chinese;15 - 19 Years;91259
2008;Female;Chinese;20 - 24 Years;78812
2008;Female;Chinese;25 - 29 Years;100192
2008;Female;Chinese;30 - 34 Years;113255
2008;Female;Chinese;35 - 39 Years;119560
2008;Female;Chinese;40 - 44 Years;118511
2008;Female;Chinese;45 - 49 Years;119908
2008;Female;Chinese;50 - 54 Years;113644
2008;Female;Chinese;55 - 59 Years;93051
2008;Female;Chinese;60 - 64 Years;64623
2008;Female;Chinese;65 - 69 Years;50937
2008;Female;Chinese;70 - 74 Years;35621
2008;Female;Chinese;75 - 79 Years;27949
2008;Female;Chinese;80 - 84 Years;17845
2008;Female;Chinese;85 - 89 Years;9771
2008;Female;Chinese;90 Years & Over;6262
2008;Male;Indians;0  -  4 Years;12314
2008;Male;Indians;5  -  9 Years;12611
2008;Male;Indians;10 - 14 Years;11705
2008;Male;Indians;15 - 19 Years;11071
2008;Male;Indians;20 - 24 Years;9811
2008;Male;Indians;25 - 29 Years;12088
2008;Male;Indians;30 - 34 Years;16639
2008;Male;Indians;35 - 39 Years;17879
2008;Male;Indians;40 - 44 Years;16117
2008;Male;Indians;45 - 49 Years;13710
2008;Male;Indians;50 - 54 Years;10674
2008;Male;Indians;55 - 59 Years;7676
2008;Male;Indians;60 - 64 Years;4656
2008;Male;Indians;65 - 69 Years;3235
2008;Male;Indians;70 - 74 Years;2327
2008;Male;Indians;75 - 79 Years;2515
2008;Male;Indians;80 - 84 Years;1219
2008;Male;Indians;85 - 89 Years;561
2008;Male;Indians;90 Years & Over;341
2008;Female;Indians;0  -  4 Years;12021
2008;Female;Indians;5  -  9 Years;12178
2008;Female;Indians;10 - 14 Years;11626
2008;Female;Indians;15 - 19 Years;11017
2008;Female;Indians;20 - 24 Years;10411
2008;Female;Indians;25 - 29 Years;14408
2008;Female;Indians;30 - 34 Years;15029
2008;Female;Indians;35 - 39 Years;13213
2008;Female;Indians;40 - 44 Years;12686
2008;Female;Indians;45 - 49 Years;11980
2008;Female;Indians;50 - 54 Years;9979
2008;Female;Indians;55 - 59 Years;7611
2008;Female;Indians;60 - 64 Years;4724
2008;Female;Indians;65 - 69 Years;3489
2008;Female;Indians;70 - 74 Years;2747
2008;Female;Indians;75 - 79 Years;1804
2008;Female;Indians;80 - 84 Years;889
2008;Female;Indians;85 - 89 Years;357
2008;Female;Indians;90 Years & Over;113
2008;Male;Other;0  -  4 Years;4336
2008;Male;Other;5  -  9 Years;4302
2008;Male;Other;10 - 14 Years;3343
2008;Male;Other;15 - 19 Years;2446
2008;Male;Other;20 - 24 Years;1929
2008;Male;Other;25 - 29 Years;3010
2008;Male;Other;30 - 34 Years;5186
2008;Male;Other;35 - 39 Years;6276
2008;Male;Other;40 - 44 Years;5703
2008;Male;Other;45 - 49 Years;4307
2008;Male;Other;50 - 54 Years;3010
2008;Male;Other;55 - 59 Years;2089
2008;Male;Other;60 - 64 Years;1352
2008;Male;Other;65 - 69 Years;724
2008;Male;Other;70 - 74 Years;497
2008;Male;Other;75 - 79 Years;381
2008;Male;Other;80 - 84 Years;207
2008;Male;Other;85 - 89 Years;93
2008;Male;Other;90 Years & Over;39
2008;Female;Other;0  -  4 Years;4373
2008;Female;Other;5  -  9 Years;4460
2008;Female;Other;10 - 14 Years;3604
2008;Female;Other;15 - 19 Years;2795
2008;Female;Other;20 - 24 Years;2711
2008;Female;Other;25 - 29 Years;4652
2008;Female;Other;30 - 34 Years;7003
2008;Female;Other;35 - 39 Years;7226
2008;Female;Other;40 - 44 Years;5426
2008;Female;Other;45 - 49 Years;3847
2008;Female;Other;50 - 54 Years;2455
2008;Female;Other;55 - 59 Years;1510
2008;Female;Other;60 - 64 Years;884
2008;Female;Other;65 - 69 Years;652
2008;Female;Other;70 - 74 Years;560
2008;Female;Other;75 - 79 Years;442
2008;Female;Other;80 - 84 Years;257
2008;Female;Other;85 - 89 Years;159
2008;Female;Other;90 Years & Over;93
2009;Male;Malays;0  -  4 Years;16819
2009;Male;Malays;5  -  9 Years;19867
2009;Male;Malays;10 - 14 Years;23089
2009;Male;Malays;15 - 19 Years;25315
2009;Male;Malays;20 - 24 Years;21705
2009;Male;Malays;25 - 29 Years;18020
2009;Male;Malays;30 - 34 Years;14239
2009;Male;Malays;35 - 39 Years;16092
2009;Male;Malays;40 - 44 Years;19814
2009;Male;Malays;45 - 49 Years;22127
2009;Male;Malays;50 - 54 Years;18024
2009;Male;Malays;55 - 59 Years;12467
2009;Male;Malays;60 - 64 Years;7778
2009;Male;Malays;65 - 69 Years;4539
2009;Male;Malays;70 - 74 Years;4035
2009;Male;Malays;75 - 79 Years;2571
2009;Male;Malays;80 - 84 Years;1688
2009;Male;Malays;85 - 89 Years;684
2009;Male;Malays;90 Years & Over;242
2009;Female;Malays;0  -  4 Years;15934
2009;Female;Malays;5  -  9 Years;18699
2009;Female;Malays;10 - 14 Years;21479
2009;Female;Malays;15 - 19 Years;23958
2009;Female;Malays;20 - 24 Years;20935
2009;Female;Malays;25 - 29 Years;17926
2009;Female;Malays;30 - 34 Years;15387
2009;Female;Malays;35 - 39 Years;17063
2009;Female;Malays;40 - 44 Years;20739
2009;Female;Malays;45 - 49 Years;22104
2009;Female;Malays;50 - 54 Years;18169
2009;Female;Malays;55 - 59 Years;13270
2009;Female;Malays;60 - 64 Years;8431
2009;Female;Malays;65 - 69 Years;5541
2009;Female;Malays;70 - 74 Years;4854
2009;Female;Malays;75 - 79 Years;3556
2009;Female;Malays;80 - 84 Years;1870
2009;Female;Malays;85 - 89 Years;747
2009;Female;Malays;90 Years & Over;274
2009;Male;Chinese;0  -  4 Years;66333
2009;Male;Chinese;5  -  9 Years;75693
2009;Male;Chinese;10 - 14 Years;88765
2009;Male;Chinese;15 - 19 Years;94303
2009;Male;Chinese;20 - 24 Years;86757
2009;Male;Chinese;25 - 29 Years;95875
2009;Male;Chinese;30 - 34 Years;103096
2009;Male;Chinese;35 - 39 Years;111983
2009;Male;Chinese;40 - 44 Years;112671
2009;Male;Chinese;45 - 49 Years;121456
2009;Male;Chinese;50 - 54 Years;116776
2009;Male;Chinese;55 - 59 Years;97542
2009;Male;Chinese;60 - 64 Years;69071
2009;Male;Chinese;65 - 69 Years;46706
2009;Male;Chinese;70 - 74 Years;33488
2009;Male;Chinese;75 - 79 Years;21353
2009;Male;Chinese;80 - 84 Years;11217
2009;Male;Chinese;85 - 89 Years;4702
2009;Male;Chinese;90 Years & Over;2437
2009;Female;Chinese;0  -  4 Years;63244
2009;Female;Chinese;5  -  9 Years;71240
2009;Female;Chinese;10 - 14 Years;83527
2009;Female;Chinese;15 - 19 Years;90833
2009;Female;Chinese;20 - 24 Years;85528
2009;Female;Chinese;25 - 29 Years;101995
2009;Female;Chinese;30 - 34 Years;113845
2009;Female;Chinese;35 - 39 Years;122612
2009;Female;Chinese;40 - 44 Years;117413
2009;Female;Chinese;45 - 49 Years;120712
2009;Female;Chinese;50 - 54 Years;116407
2009;Female;Chinese;55 - 59 Years;96583
2009;Female;Chinese;60 - 64 Years;71089
2009;Female;Chinese;65 - 69 Years;51261
2009;Female;Chinese;70 - 74 Years;38724
2009;Female;Chinese;75 - 79 Years;28808
2009;Female;Chinese;80 - 84 Years;19467
2009;Female;Chinese;85 - 89 Years;10183
2009;Female;Chinese;90 Years & Over;6608
2009;Male;Indians;0  -  4 Years;12798
2009;Male;Indians;5  -  9 Years;13201
2009;Male;Indians;10 - 14 Years;11835
2009;Male;Indians;15 - 19 Years;11214
2009;Male;Indians;20 - 24 Years;10323
2009;Male;Indians;25 - 29 Years;14031
2009;Male;Indians;30 - 34 Years;18783
2009;Male;Indians;35 - 39 Years;19482
2009;Male;Indians;40 - 44 Years;16847
2009;Male;Indians;45 - 49 Years;14330
2009;Male;Indians;50 - 54 Years;11424
2009;Male;Indians;55 - 59 Years;8124
2009;Male;Indians;60 - 64 Years;5292
2009;Male;Indians;65 - 69 Years;3314
2009;Male;Indians;70 - 74 Years;2315
2009;Male;Indians;75 - 79 Years;2422
2009;Male;Indians;80 - 84 Years;1396
2009;Male;Indians;85 - 89 Years;592
2009;Male;Indians;90 Years & Over;406
2009;Female;Indians;0  -  4 Years;12904
2009;Female;Indians;5  -  9 Years;12781
2009;Female;Indians;10 - 14 Years;11781
2009;Female;Indians;15 - 19 Years;11380
2009;Female;Indians;20 - 24 Years;11178
2009;Female;Indians;25 - 29 Years;16053
2009;Female;Indians;30 - 34 Years;16601
2009;Female;Indians;35 - 39 Years;14032
2009;Female;Indians;40 - 44 Years;12697
2009;Female;Indians;45 - 49 Years;12360
2009;Female;Indians;50 - 54 Years;10389
2009;Female;Indians;55 - 59 Years;7961
2009;Female;Indians;60 - 64 Years;5421
2009;Female;Indians;65 - 69 Years;3471
2009;Female;Indians;70 - 74 Years;2920
2009;Female;Indians;75 - 79 Years;1922
2009;Female;Indians;80 - 84 Years;997
2009;Female;Indians;85 - 89 Years;396
2009;Female;Indians;90 Years & Over;136
2009;Male;Other;0  -  4 Years;4749
2009;Male;Other;5  -  9 Years;4922
2009;Male;Other;10 - 14 Years;3842
2009;Male;Other;15 - 19 Years;2622
2009;Male;Other;20 - 24 Years;2164
2009;Male;Other;25 - 29 Years;4096
2009;Male;Other;30 - 34 Years;6558
2009;Male;Other;35 - 39 Years;7552
2009;Male;Other;40 - 44 Years;6432
2009;Male;Other;45 - 49 Years;4992
2009;Male;Other;50 - 54 Years;3380
2009;Male;Other;55 - 59 Years;2315
2009;Male;Other;60 - 64 Years;1568
2009;Male;Other;65 - 69 Years;791
2009;Male;Other;70 - 74 Years;519
2009;Male;Other;75 - 79 Years;399
2009;Male;Other;80 - 84 Years;217
2009;Male;Other;85 - 89 Years;104
2009;Male;Other;90 Years & Over;42
2009;Female;Other;0  -  4 Years;5007
2009;Female;Other;5  -  9 Years;5032
2009;Female;Other;10 - 14 Years;4310
2009;Female;Other;15 - 19 Years;3150
2009;Female;Other;20 - 24 Years;3163
2009;Female;Other;25 - 29 Years;6312
2009;Female;Other;30 - 34 Years;8731
2009;Female;Other;35 - 39 Years;8495
2009;Female;Other;40 - 44 Years;6370
2009;Female;Other;45 - 49 Years;4416
2009;Female;Other;50 - 54 Years;2814
2009;Female;Other;55 - 59 Years;1685
2009;Female;Other;60 - 64 Years;1046
2009;Female;Other;65 - 69 Years;635
2009;Female;Other;70 - 74 Years;573
2009;Female;Other;75 - 79 Years;459
2009;Female;Other;80 - 84 Years;291
2009;Female;Other;85 - 89 Years;161
2009;Female;Other;90 Years & Over;99
2010;Male;Malays;0  -  4 Years;16496
2010;Male;Malays;5  -  9 Years;19060
2010;Male;Malays;10 - 14 Years;22522
